id_svsa_50k,nome,mae,sexo,dt_nasc,cod_munic_res
275,ANA LIVIA NOVAIS SA,MARIA VIANA SA,2,2001-03-12,250840
276,OLIVIA ARAGAO BARROS,BARBARA DA PAZ SALES BARROS,2,2006-04-21,500430
277,DANIEL ANDRADE VARGAS,BELLA DA ROSA PIRES VARGAS,1,1984-10-11,353040
278,DAVI LUCCA SILVEIRA RAMOS,AGATHA BARROS RAMOS,1,2005-06-06,354370
279,KAMILLY DAS NEVES SOUZA PASTOR,MARIANA DA ROSA SALES PASTOR,2,1983-11-22,311500
280,DIEGO MELO LIMA,ELISA DIAS LIMA,1,1996-08-12,431570
281,JULIANA BRITO SIQUEIRA,LARISSA ALBUQUERQUE SIQUEIRA,2,1975-05-07,320220
282,ANA JULIA RAMOS DA CRUZ,JULIA ARAGAO DA CRUZ,2,1989-02-19,351980
283,MARIA JULIA DA CUNHA ABREU CAVALCANTE,LAVINIA PIMENTA CAVALCANTE,2,2005-04-30,240760
284,ANA CAROLINA ROCHA FONSECA,MARIA LIZ APARECIDA FONSECA,2,1982-04-26,320370
285,ANTONIO MACHADO CASA GRANDE,ALANA DUARTE CASA GRANDE,1,2001-11-11,310860
286,KEVIN FERNANDES FERNANDES,LIZ FERREIRA FERNANDES,1,2004-02-06,316780
287,MARIA JULIA ABREU VARGAS,LARISSA ABREU VARGAS,2,1979-08-30,320190
288,FRANCISCO CALDEIRA DA CUNHA,JULIANA BARROS DA CUNHA,1,2002-03-16,312930
289,ELOAH DA MOTA GOMES FERNANDES,ALLANA NOGUEIRA FERNANDES,2,1991-04-04,431890
290,CECILIA CALDEIRA DIAS,MARIA JULIA ARAGAO DIAS,2,2015-09-19,230130
291,LUIZA NOGUEIRA MARTINS,ESTER LEAO MARTINS,2,2021-01-11,430692
292,RAVY CARDOSO ARAUJO,MAYA CASTRO ARAUJO,1,2020-09-25,354805
293,MARIA CLARA PIMENTA DA CRUZ,ANA LIVIA PASTOR DA CRUZ,2,2014-12-14,231335
294,EDUARDO TEIXEIRA VASCONCELOS,MAYA FERNANDES VASCONCELOS,1,2012-11-26,510792
295,PEDRO HENRIQUE VIEIRA DA LUZ,MARIA LUISA VIANA DA LUZ,1,2022-04-20,230110
296,STELLA SILVA DA CRUZ,JULIA DA MOTA DA ROCHA DA CRUZ,2,1985-01-29,412350
297,MARIA LUIZA RIBEIRO DIAS,ELISA ALMEIDA DIAS,2,1991-01-31,315650
298,CALEB LIMA NOVAIS,MARIA JULIA MELO NOVAIS,1,2009-02-13,316860
299,PAULO PINTO DA MOTA,ALANA SAMPAIO DA MOTA,1,2014-08-13,412060
300,NATALIA VIANA PACHECO,LAURA DA PAZ LEAO PACHECO,2,1976-04-03,430655
301,MILENA BRITO ARAUJO,MAITE MORAES ARAUJO,2,1975-08-05,313400
302,RAVI CASA GRANDE PINTO,STELLA ABREU PINTO,1,1981-04-11,290630
303,ZOE FREITAS SANTOS,ANA VITORIA MONTEIRO SANTOS,2,1998-01-29,431112
304,THEODORO FERREIRA NOVAES,MAYSA MOURA NOVAES,1,1994-03-22,171380
305,JOAO PEDRO CALDEIRA APARECIDA,MELINA NASCIMENTO APARECIDA,1,1988-04-12,352170
306,MARIA FERNANDES PEIXOTO,CAROLINE BARBOSA PEIXOTO,2,1995-07-02,410180
307,EMILLY FARIAS NOVAIS,LUNA JESUS NOVAIS,2,2015-10-07,310285
308,NINA SOUZA ALBUQUERQUE,GABRIELLY ARAGAO ALBUQUERQUE,2,2011-11-09,316070
309,LUNNA DA ROSA DA MOTA MELO,JULIA MORAES MELO,2,2014-02-17,314090
310,MANUELLA ALBUQUERQUE DA LUZ,GABRIELLY DA COSTA DA CRUZ DA LUZ,2,1980-08-16,315830
311,ANA CLARA PASTOR COSTELA,BELLA MORAES COSTELA,2,1999-09-25,430780
312,ISAAC MENDES DIAS,MANUELLA MACEDO DIAS,1,2023-07-02,250680
313,LUANA MORAES VIANA,NATALIA MENDONCA VIANA,2,2019-02-17,315190
314,NATHAN BARBOSA ROCHA,AGATHA FARIAS ROCHA,1,2002-01-05,430222
315,BRAYAN COSTA PEREIRA,MELISSA OLIVEIRA PEREIRA,1,1971-12-03,316840
316,ANNA LIZ GONCALVES MACEDO,HELLENA GARCIA MACEDO,2,1978-07-29,510300
317,ISIS CASTRO JESUS,MAYSA LIMA JESUS,2,1982-08-01,220170
318,ALLANA CALDEIRA GONCALVES,SARAH FERNANDES GONCALVES,2,1998-10-26,432254
319,ARTHUR MIGUEL CASTRO RIBEIRO,ISIS CORREIA RIBEIRO,1,1997-10-08,320010
320,RAQUEL MOREIRA MELO,KAMILLY FREITAS MELO,2,2023-02-03,293105
321,VITOR HUGO CAVALCANTE BORGES,ALICIA DAS NEVES CASTRO BORGES,1,1982-03-09,311350
322,MARIA CECILIA CIRINO CORREIA,NATALIA RIBEIRO CORREIA,2,1984-12-03,260570
323,ANTONY FERNANDES RIBEIRO,VITORIA PINTO RIBEIRO,1,1973-12-07,430465
324,JOAO SOUZA GARCIA,ANNA LIZ NASCIMENTO GARCIA,1,2005-01-17,311220
325,CECILIA APARECIDA DA CONCEICAO,ALEXIA CARVALHO DA CONCEICAO,2,1977-12-17,315590
326,ARTHUR GABRIEL COSTA SA,EMILLY PIMENTA SA,1,1970-06-16,150110
327,THEO MENDES AZEVEDO,ANTONELLA DA COSTA ROCHA AZEVEDO,1,1996-02-03,354640
328,CAMILA FOGACA PEIXOTO,LARISSA DA LUZ CASTRO PEIXOTO,2,1999-01-04,420390
329,ALLANA MOREIRA CAMARA,LARISSA MACEDO CAMARA,2,2024-02-14,311340
330,ALICIA GARCIA MARTINS,CLARICE SA MARTINS,2,2006-02-01,431937
331,ISABELLA RIBEIRO BARBOSA,AMANDA REZENDE BARBOSA,2,1987-09-17,432300
332,NICOLE DAS NEVES LOPES LOPES,ISADORA MENDONCA LOPES,2,1991-05-10,432240
333,EDUARDA NASCIMENTO MACHADO,EMILLY PACHECO MACHADO,2,1978-04-09,330510
334,BIANCA PEIXOTO RIBEIRO,MARIANA DA CONCEICAO GOMES RIBEIRO,2,1976-09-21,421170
335,SAMUEL ALVES MACEDO,HELENA ALVES MACEDO,1,2009-08-11,355030
336,MARIA DA CRUZ SA SANTOS,ANA BEATRIZ PIRES SANTOS,2,1972-04-28,510269
337,MANUELA MARQUES GUERRA,MARIA CECILIA OLIVEIRA GUERRA,2,2004-11-21,430100
338,HELLENA BARBOSA GUERRA,MARIA LUIZA SAMPAIO GUERRA,2,1982-09-27,317020
339,MARCELA REZENDE CAMPOS,ANA LIVIA VIEIRA CAMPOS,2,1973-11-11,293180
340,BENTO CARDOSO CASSIANO,AYLA CAMARA CASSIANO,1,1983-10-23,311020
341,KAIQUE FARIAS DA CONCEICAO,STEPHANY RAMOS DA CONCEICAO,1,1991-07-23,521690
342,BIANCA ARAGAO ANDRADE,LAURA OLIVEIRA ANDRADE,2,1974-04-09,314190
343,YAN CUNHA MARTINS,MARIA CECILIA NOGUEIRA MARTINS,1,1975-04-08,315250
344,LUIZA NOVAIS MOURA,LUNNA MELO MOURA,2,2008-11-20,330225
345,GAEL SILVEIRA CAVALCANTI,NATALIA DA ROSA MENDONCA CAVALCANTI,1,2003-08-16,311783
346,DANTE PEREIRA PACHECO,ANA VITORIA DA LUZ DA LUZ PACHECO,1,2002-02-03,220735
347,CECILIA NUNES PIRES,HELLENA CALDEIRA PIRES,2,2005-06-07,280630
348,ERICK DA CRUZ REZENDE CASA GRANDE,CAROLINA MENDONCA CASA GRANDE,1,2017-05-05,520547
349,CAMILA SILVEIRA PASTOR,MARIA FERNANDA ROCHA PASTOR,2,1970-05-03,230750
350,MANUELA SILVA CUNHA,SOFIA SILVEIRA CUNHA,2,2018-04-07,270895
351,BIANCA SAMPAIO DA MOTA,MARINA DA MOTA DA MATA DA MOTA,2,2009-04-13,421840
352,HELOISA FONSECA REZENDE,MARIA SOPHIA GOMES REZENDE,2,1989-02-07,110170
353,BENICIO DA CRUZ NASCIMENTO DA CUNHA,AYLLA OLIVEIRA DA CUNHA,1,1986-02-23,330370
354,JOAO GABRIEL ANDRADE AZEVEDO,MANUELA PEREIRA AZEVEDO,1,1981-09-18,230480
355,DANTE CASA GRANDE CASTRO,EVELYN DA ROSA PEIXOTO CASTRO,1,2011-01-05,230763
356,LUNNA SA GARCIA,MARIA CLARA PEREIRA GARCIA,2,1998-09-03,355030
357,DANILO GONCALVES CASSIANO,LORENA MELO CASSIANO,1,2018-05-21,410345
358,ANA LIVIA DA LUZ FOGACA MOURA,HADASSA DA LUZ FOGACA MOURA,2,1990-03-29,130083
359,AMANDA MONTEIRO CASSIANO,ANA LUIZA CALDEIRA CASSIANO,2,1976-09-20,412590
360,MARIA VITORIA CAMARA SALES,JOANA APARECIDA SALES,2,2010-09-08,430697
361,CLARA GUERRA SIQUEIRA,MARIA CARDOSO SIQUEIRA,2,1984-07-08,355620
362,BENICIO NUNES MONTEIRO,LAVINIA DA LUZ NOGUEIRA MONTEIRO,1,1985-01-10,261220
363,LEVI FERREIRA CAMARGO,ISADORA SALES CAMARGO,1,2022-03-29,293020
364,ENRICO VARGAS ROCHA,VITORIA DA CRUZ SALES ROCHA,1,1973-12-13,315765
365,SARA CAMARGO FREITAS,CECILIA FREITAS FREITAS,2,2012-05-28,170770
366,SOFIA MONTEIRO CAMARGO,SOPHIA ABREU CAMARGO,2,1976-10-24,261330
367,ALICIA RODRIGUES RAMOS,LUARA FERNANDES RAMOS,2,2008-06-20,314625
368,JOAO GABRIEL COSTA DIAS,MAITE PIMENTA DIAS,1,1972-02-08,110025
369,ANA LIVIA ROCHA CAVALCANTI,ELOA FOGACA CAVALCANTI,2,1971-03-24,310500
370,CAIO NOVAIS VASCONCELOS,MANUELA ARAGAO VASCONCELOS,1,2010-01-12,150840
371,LUAN GUERRA REZENDE,BRUNA RIBEIRO REZENDE,1,2004-04-21,320030
372,CALEB VASCONCELOS CIRINO,MARIA LAURA DA CONCEICAO ALVES CIRINO,1,1971-07-17,350960
373,MELISSA CORREIA DA MOTA,RAQUEL ALVES DA MOTA,2,1975-10-27,431890
374,MARIANE BORGES DA ROCHA,EDUARDA APARECIDA DA ROCHA,2,2006-11-17,316080
375,PEDRO LUCAS COSTA CASA GRANDE,AGATHA COSTELA CASA GRANDE,1,1998-03-30,410600
376,BRUNA SILVEIRA MACHADO,MARIA LUIZA MACEDO MACHADO,2,1970-05-21,311930
377,KEVIN GONCALVES ALBUQUERQUE,MARIA FLOR DA CUNHA FREITAS ALBUQUERQUE,1,1997-04-13,430700
378,MARIA HELENA CIRINO MONTEIRO,LUIZA PASTOR MONTEIRO,2,1978-08-16,351700
379,AGATHA NASCIMENTO VASCONCELOS,JOANA ANDRADE VASCONCELOS,2,2009-03-19,355430
380,BERNARDO COSTA DAS NEVES,RAQUEL MACEDO DAS NEVES,1,1984-10-18,350750
381,ISABELLY CARDOSO RODRIGUES,ANA SOPHIA PEREIRA RODRIGUES,2,1996-03-03,521760
382,RAFAELA FOGACA DA MATA,ELISA RODRIGUES DA MATA,2,2020-10-10,211105
383,CATARINA MOREIRA FERREIRA,BIANCA APARECIDA FERREIRA,2,1996-01-08,130280
384,BRENDA CAMARA BARBOSA,CAMILA NOGUEIRA BARBOSA,2,2003-01-04,411722
385,FERNANDA MARQUES ALMEIDA,CAROLINE CAVALCANTI ALMEIDA,2,2013-05-27,270190
386,BRUNO ARAUJO BARBOSA,YASMIN CASSIANO BARBOSA,1,1985-08-08,230520
387,AGATHA LOPES SOUSA,ISABELA DUARTE SOUSA,2,2023-10-16,430300
388,ESTHER JESUS PORTO,CAROLINA CASTRO PORTO,2,1991-10-21,293280
389,ARTHUR COSTELA CIRINO,ANA LUIZA FOGACA CIRINO,1,1990-03-05,410040
390,THIAGO RODRIGUES BARBOSA,DANIELA CARDOSO BARBOSA,1,1987-10-30,313130
391,OLIVER VIEIRA BRITO,REBECA OLIVEIRA BRITO,1,2008-05-05,430860
392,GAEL HENRIQUE RIBEIRO VIANA,MARIA FLOR MENDONCA VIANA,1,2017-07-17,355320
393,JULIANA MARQUES CASTRO,MIRELLA VIANA CASTRO,2,1975-03-04,431450
394,ISAQUE RODRIGUES LOPES,BIANCA DA PAZ ALBUQUERQUE LOPES,1,1998-08-03,251530
395,BELLA DA MATA CASTRO FERNANDES,BEATRIZ PEIXOTO FERNANDES,2,1999-03-24,230835
396,SOFIA DA ROSA BORGES VARGAS,CECILIA FREITAS VARGAS,2,2008-01-15,430100
397,LIAM RAMOS CAMARA,LARISSA LOPES CAMARA,1,2022-08-15,352430
398,MARIA JULIA COSTELA CARVALHO,MANUELLA RIBEIRO CARVALHO,2,1975-06-22,230630
399,YASMIN DA LUZ SILVA DA COSTA,JULIA SALES DA COSTA,2,1974-12-16,314610
400,LUNNA MORAES CALDEIRA,ISABEL TEIXEIRA CALDEIRA,2,2024-04-08,311455
401,MURILO SIQUEIRA PIMENTA,ISIS TEIXEIRA PIMENTA,1,1991-10-30,431540
402,JOANA REZENDE RODRIGUES,HELOISA MOREIRA RODRIGUES,2,1973-10-03,211400
403,ISABELA BARROS RAMOS,MARIA JULIA JESUS RAMOS,2,2021-07-22,521920
404,DAVI MIGUEL BARROS CASA GRANDE,LUISA SANTOS CASA GRANDE,1,1972-04-24,160040
405,DANTE ARAUJO BORGES,ISIS ALMEIDA BORGES,1,2009-12-01,410070
406,EDUARDA NASCIMENTO VASCONCELOS,CECILIA CUNHA VASCONCELOS,2,1977-03-08,314950
407,DANIEL CASTRO NUNES,CECILIA COSTELA NUNES,1,2009-05-13,316556
408,MARIA JULIA VIANA ALMEIDA,SABRINA DA CUNHA DA CONCEICAO ALMEIDA,2,2004-01-01,354950
409,MARIA ISIS MENDONCA PORTO,MARIA CECILIA BRITO PORTO,2,1998-04-23,355340
410,RAVI LUCCA NOGUEIRA MACEDO,ALANA SILVA MACEDO,1,2015-08-15,411010
411,ISABELA ANDRADE PIMENTA,ANTONELLA CASTRO PIMENTA,2,2007-05-13,110094
412,DAVI LIMA DA ROCHA,DANIELA BARBOSA DA ROCHA,1,1997-10-14,310230
413,VITOR BARBOSA PEIXOTO,ALICIA CAMARA PEIXOTO,1,1998-02-21,430680
414,LIVIA SILVEIRA BARBOSA,MARIAH COSTA BARBOSA,2,2011-04-22,314800
415,LETICIA GARCIA CIRINO,EMANUELLY DA CONCEICAO CIRINO CIRINO,2,1995-03-18,411460
416,LEANDRO CAMARGO PASTOR,MELINA CASSIANO PASTOR,1,1990-12-20,171240
417,PIETRO MACEDO VIANA,LETICIA DA ROSA FERREIRA VIANA,1,1971-07-15,320120
418,MARIA SOPHIA MONTEIRO CALDEIRA,VITORIA ROCHA CALDEIRA,2,2013-04-02,410190
419,GUILHERME FONSECA CASTRO,ELISA MENDES CASTRO,1,1987-02-14,431670
420,LUIZ OTAVIO SANTOS DA MATA,EMANUELLY DAS NEVES ARAUJO DA MATA,1,1978-05-27,130440
421,ANA SOPHIA ALMEIDA SILVEIRA,ELISA LEAO SILVEIRA,2,2004-05-22,315750
422,HELLENA REZENDE BRITO,SOPHIE BRITO BRITO,2,1989-01-09,293345
423,ANA CAROLINA ROCHA CASSIANO,LAURA FONSECA CASSIANO,2,1972-12-28,521890
424,EDUARDO RAMOS ALBUQUERQUE,NICOLE FERREIRA ALBUQUERQUE,1,2020-11-21,410070
425,SOPHIA SILVEIRA ALMEIDA,ALICIA TEIXEIRA ALMEIDA,2,1979-01-12,412853
426,PAULO LEAO COSTA,OLIVIA LOPES COSTA,1,1996-01-17,355460
427,NOAH GARCIA CUNHA,MAITE PORTO CUNHA,1,1981-08-17,431730
428,MARIAH CAVALCANTE MARTINS,LUANA ALBUQUERQUE MARTINS,2,2000-09-13,510454
429,ANTHONY ANDRADE FREITAS,AURORA CASTRO FREITAS,1,2022-12-27,430880
430,SABRINA ALMEIDA MOURA,ANA CAROLINA NASCIMENTO MOURA,2,1977-09-01,130170
431,MANUELA DUARTE COSTA,ALICIA CAVALCANTE COSTA,2,2019-04-30,355030
432,BERNARDO DA COSTA CORREIA BARROS,NINA MORAES BARROS,1,1998-11-07,330610
433,VITOR HUGO APARECIDA BORGES,ANA BEATRIZ GUERRA BORGES,1,1987-12-14,320410
434,FELIPE APARECIDA PIRES,CECILIA MENDONCA PIRES,1,2001-01-15,311620
435,LARISSA SILVA SIQUEIRA,ANA CECILIA FONSECA SIQUEIRA,2,1972-10-16,312245
436,THEO NOVAIS DUARTE,CECILIA MONTENEGRO DUARTE,1,1986-08-03,291770
437,ESTHER TEIXEIRA DIAS,FERNANDA MELO DIAS,2,1970-05-29,430840
438,MARIA VITORIA PASTOR RIBEIRO,LUIZA CAMPOS RIBEIRO,2,1989-08-31,312780
439,EMANUELLY PEREIRA ALBUQUERQUE,AYLLA DA MOTA RAMOS ALBUQUERQUE,2,2019-05-22,315520
440,LUIZ MIGUEL BARROS NOVAES,ISABEL VARGAS NOVAES,1,2012-11-16,293190
441,ELOA CAMPOS LOPES,AGATHA PEIXOTO LOPES,2,1974-06-16,251610
442,PEDRO MIGUEL PEREIRA SA,BRENDA LOPES SA,1,1973-07-27,420810
443,LORENA APARECIDA MONTEIRO,PIETRA ALBUQUERQUE MONTEIRO,2,1973-09-26,411230
444,LEONARDO GARCIA RIBEIRO,GABRIELA NUNES RIBEIRO,1,2011-04-08,354000
445,BRYAN CASSIANO MORAES,ESTER RODRIGUES MORAES,1,2017-12-21,352160
446,BRYAN DA COSTA FARIAS RODRIGUES,CECILIA CAMARGO RODRIGUES,1,2014-01-01,171620
447,VINICIUS CASA GRANDE SALES,EMANUELLA DAS NEVES SOUSA SALES,1,2004-05-20,420480
448,LIVIA BRITO PASTOR,ANA LUIZA ARAUJO PASTOR,2,1974-03-04,251272
449,ANNA LIZ PEIXOTO MACEDO,RAQUEL DA CRUZ CUNHA MACEDO,2,1994-05-08,411420
450,BRENO DA ROCHA VASCONCELOS LOPES,LUNNA MACEDO LOPES,1,1981-05-22,430280
451,JULIA NOVAES SILVEIRA,ALICIA PEIXOTO SILVEIRA,2,1975-10-11,431740
452,PEDRO MIGUEL FERREIRA MELO,ANNA LIZ COSTELA MELO,1,2011-06-24,210515
453,MATHIAS MOREIRA NOVAES,ELOA GONCALVES NOVAES,1,2011-02-20,412660
454,MARIA FERNANDA LEAO SILVA,OLIVIA DA CRUZ PASTOR SILVA,2,1985-10-07,355200
455,VINICIUS MONTENEGRO RAMOS,BARBARA CASTRO RAMOS,1,2019-12-29,521810
456,NICOLE JESUS RAMOS,JADE RAMOS RAMOS,2,1978-12-13,313130
457,CAROLINE LEAO CAVALCANTI,KAMILLY APARECIDA CAVALCANTI,2,2003-02-05,320230
458,PIETRA VIEIRA TEIXEIRA,ISABEL CORREIA TEIXEIRA,2,1984-06-02,430580
459,LEONARDO RODRIGUES BARROS,YASMIN MACEDO BARROS,1,1981-04-17,431020
460,YURI VASCONCELOS BRITO,BRUNA PASTOR BRITO,1,1988-11-27,354340
461,MIGUEL DA ROCHA CARDOSO RAMOS,CECILIA SAMPAIO RAMOS,1,1993-09-05,292350
462,NICOLE CASA GRANDE PACHECO,PIETRA MOREIRA PACHECO,2,1977-11-28,312160
463,EDUARDA GUERRA MACHADO,MARIA VITORIA ARAGAO MACHADO,2,2000-01-19,291130
464,HENRY RODRIGUES SILVA,ZOE CARVALHO SILVA,1,2001-08-09,354850
465,MARIANE DA MOTA NOVAES NOGUEIRA,AYLA NOGUEIRA NOGUEIRA,2,2002-10-24,351410
466,NOAH VIANA SOUSA,MARIA FERNANDA TEIXEIRA SOUSA,1,1982-07-18,410490
467,VITOR ALVES ROCHA,NICOLE MORAES ROCHA,1,1997-12-28,510420
468,IAN CALDEIRA RAMOS,ANA LIVIA PINTO RAMOS,1,2011-04-28,290130
469,MATTEO BRITO PIRES,KAMILLY ALBUQUERQUE PIRES,1,2010-02-14,522010
470,ANNA LIZ DA LUZ DA LUZ SALES,MARINA BORGES SALES,2,1986-12-15,432254
471,LUCAS MOURA SOUSA,JADE SIQUEIRA SOUSA,1,2024-05-19,353770
472,MAITE GONCALVES DA ROSA,MARIA LAURA LEAO DA ROSA,2,1993-09-09,230760
473,MELINA MOURA DA CUNHA,ELOA MENDES DA CUNHA,2,2008-11-23,290100
474,ISAAC TEIXEIRA SOUZA,ANTONELLA APARECIDA SOUZA,1,2009-10-21,250690
475,ALICIA MOURA RIOS,EMILLY CASA GRANDE RIOS,2,1997-12-03,313690
476,VINICIUS FARIAS PINTO,MARIA EDUARDA NUNES PINTO,1,1993-02-18,230070
477,RHAVI SOUZA FOGACA,MAYSA DIAS FOGACA,1,1977-06-20,230125
478,ISIS RIOS SOUSA,AGATHA ROCHA SOUSA,2,1991-10-28,316240
479,ALICIA CAMARGO PEIXOTO,MELISSA CAMPOS PEIXOTO,2,2000-05-19,292593
480,DOM SIQUEIRA REZENDE,AGATHA CAVALCANTE REZENDE,1,2000-03-04,354760
481,MARIANA NOVAIS CARVALHO,LIVIA NOVAES CARVALHO,2,2016-03-08,230950
482,MARIA JULIA ABREU CAVALCANTE,OLIVIA COSTELA CAVALCANTE,2,1977-05-22,412720
483,NATHAN MARTINS MENDES,LUANA RAMOS MENDES,1,1981-05-06,312160
484,MARIA ISIS MOREIRA RODRIGUES,ANA JULIA NUNES RODRIGUES,2,2005-01-11,313180
485,HENRY GABRIEL FONSECA CARDOSO,ANA JULIA COSTELA CARDOSO,1,1975-05-15,292200
486,AURORA VIANA ROCHA,MILENA MELO ROCHA,2,1970-03-16,431410
487,ALEXANDRE SAMPAIO SALES,LUANA CAMARA SALES,1,1973-05-27,352570
488,JOAO GABRIEL DA MATA CIRINO CAMPOS,LARISSA RAMOS CAMPOS,1,2005-01-28,431846
489,ANTONIO MARQUES BARROS,STEPHANY FOGACA BARROS,1,2023-07-03,430105
490,ESTER CAVALCANTI PASTOR,BRUNA MORAES PASTOR,2,2016-02-13,230800
491,MELISSA SILVA TEIXEIRA,MAYSA DA COSTA TEIXEIRA TEIXEIRA,2,2008-03-13,510682
492,LUIZ GUSTAVO COSTELA CASTRO,ANA JULIA DUARTE CASTRO,1,2022-06-13,312150
493,LUCAS GABRIEL BRITO MARQUES,LAIS PACHECO MARQUES,1,2009-08-19,421940
494,LIVIA CASA GRANDE NASCIMENTO,VALENTINA RIOS NASCIMENTO,2,1982-02-04,251110
495,GUILHERME VIEIRA ABREU,MELINA DA CONCEICAO ROCHA ABREU,1,2022-06-09,315120
496,MARIANE ANDRADE CIRINO,ANA SOPHIA MARQUES CIRINO,2,1992-11-02,354500
497,PEDRO MIGUEL REZENDE PINTO,BRUNA CAVALCANTE PINTO,1,2014-03-24,410480
498,ISAAC FONSECA CAVALCANTE,MARIA SOPHIA DA ROSA SOUZA CAVALCANTE,1,2014-12-11,160070
499,BRUNO GOMES FERNANDES,KAMILLY MACHADO FERNANDES,1,2021-02-28,410190
500,RYAN DA CUNHA AZEVEDO MENDONCA,CAROLINA DA COSTA ABREU MENDONCA,1,1984-04-19,520310
501,ANA JULIA MELO DA COSTA,ESTHER DUARTE DA COSTA,2,1982-03-30,421650
502,BRAYAN VIANA FONSECA,CAMILA MOREIRA FONSECA,1,1991-10-05,170980
503,EDUARDA GONCALVES CASA GRANDE,JULIANA SANTOS CASA GRANDE,2,1994-04-09,250690
504,JOAO VITOR OLIVEIRA SOUZA,ISIS ARAUJO SOUZA,1,2004-09-26,430930
505,MARIA ISIS PEREIRA COSTA,LIVIA MACEDO COSTA,2,2002-03-08,311550
506,AUGUSTO FREITAS LIMA,EMANUELLA OLIVEIRA LIMA,1,2009-01-09,431580
507,DAVI LUCAS GUERRA DA LUZ,ANA VITORIA VARGAS DA LUZ,1,2001-01-29,230185
508,MARIA CLARA OLIVEIRA RODRIGUES,AMANDA CUNHA RODRIGUES,2,2009-06-20,311300
509,LUIZ GUSTAVO DA MATA RIBEIRO ROCHA,MARIA JULIA ARAGAO ROCHA,1,2003-02-11,430700
510,ALLANA GONCALVES DUARTE,MARIANA MENDONCA DUARTE,2,1989-04-22,521370
511,MARIA ISIS PINTO SAMPAIO,AGATHA CORREIA SAMPAIO,2,2016-01-20,290650
512,DOM DAS NEVES NUNES SILVA,BELLA SALES SILVA,1,2017-04-08,110013
513,REBECA FERREIRA DA CUNHA,NINA ARAUJO DA CUNHA,2,2003-11-05,315210
514,LUNNA VARGAS GOMES,OLIVIA LIMA GOMES,2,1975-04-24,410020
515,EMANUELLY GONCALVES VARGAS,LAVINIA ALMEIDA VARGAS,2,2004-05-03,291240
516,NATALIA PIMENTA PACHECO,SARA CARDOSO PACHECO,2,2021-12-02,310445
517,LARISSA MACHADO DAS NEVES,CAROLINA CAMARGO DAS NEVES,2,1983-05-11,430300
518,LORENA PEREIRA SANTOS,MARIA LIZ CORREIA SANTOS,2,1990-11-06,500600
519,BRAYAN CIRINO MORAES,ANA CAROLINA GUERRA MORAES,1,1982-08-17,171270
520,THALES PEIXOTO DA MOTA,BELLA VARGAS DA MOTA,1,2009-07-13,431395
521,HELLENA BARROS DIAS,MARIA CECILIA DA ROSA ARAGAO DIAS,2,2018-08-16,130006
522,ANA JULIA GUERRA CASSIANO,LUANA DA MOTA VASCONCELOS CASSIANO,2,2021-07-18,260960
523,LEANDRO DIAS TEIXEIRA,RAQUEL FONSECA TEIXEIRA,1,2017-10-28,350040
524,MARIA LUIZA DAS NEVES DA ROSA TEIXEIRA,MARIA ISIS VARGAS TEIXEIRA,2,2000-05-11,220790
525,BEATRIZ RIOS APARECIDA,MARIA LIZ FONSECA APARECIDA,2,2010-02-23,231290
526,MAYA PASTOR DA LUZ,ALICE FONSECA DA LUZ,2,2006-05-15,431262
527,ENRICO VIANA PEREIRA,KAMILLY ALVES PEREIRA,1,1972-07-22,330340
528,ALEXIA PORTO NOGUEIRA,CATARINA SILVEIRA NOGUEIRA,2,2001-08-07,330025
529,EMILLY DUARTE VASCONCELOS,ELISA DAS NEVES MOURA VASCONCELOS,2,1996-04-28,431880
530,LIAM CARDOSO FONSECA,MANUELA DA ROSA PINTO FONSECA,1,1986-06-13,432026
531,KAIQUE JESUS BARROS,CAMILA MONTENEGRO BARROS,1,2002-10-18,171070
532,MARIANE LOPES ABREU,SABRINA MACHADO ABREU,2,2011-04-15,210750
533,YAGO PINTO BRITO,ANNA LIZ DAS NEVES CARDOSO BRITO,1,2021-06-23,230940
534,LUNNA GOMES COSTELA,YASMIN NOVAES COSTELA,2,2008-07-06,316100
535,RHAVI COSTELA MOURA,CECILIA BARROS MOURA,1,1972-11-23,410230
536,CAROLINE ANDRADE DA CUNHA,EMANUELLA NASCIMENTO DA CUNHA,2,2023-09-25,431370
537,GIOVANNA GARCIA MOREIRA,CLARICE BARBOSA MOREIRA,2,2016-01-30,500830
538,LEANDRO FERNANDES RIOS,LORENA OLIVEIRA RIOS,1,2020-07-07,312310
539,DANIEL SANTOS LOPES,ISIS BRITO LOPES,1,2018-02-03,351519
540,RAVI LUCCA ABREU PEIXOTO,FERNANDA CIRINO PEIXOTO,1,2014-05-07,313630
541,ISAQUE MARTINS BORGES,CECILIA BARBOSA BORGES,1,2024-05-07,353240
542,BENICIO ARAUJO PEREIRA,OLIVIA FARIAS PEREIRA,1,1979-12-15,230750
543,PEDRO MELO VASCONCELOS,ANA CAROLINA CASTRO VASCONCELOS,1,1982-01-19,350330
544,ELOA SA ABREU,MARIA JULIA BARBOSA ABREU,2,1995-01-24,521830
545,HEITOR DAS NEVES REZENDE SIQUEIRA,NATALIA SA SIQUEIRA,1,1985-09-10,410470
546,THEODORO CUNHA VIEIRA,MARIA CALDEIRA VIEIRA,1,1972-03-17,313550
547,APOLLO DA CUNHA DA PAZ PEREIRA,MARIA LUIZA NUNES PEREIRA,1,2024-07-08,171570
