id,nome,mae,sexo,cod_munic_res,dt_nasc
319,Arthur Miguel Castro Ribeiro,Ísis Correia Ribeiro,M,320010240,1997-10-08
320,Raquel Moreira Melo,Kamilly Freitas Melo,F,293105305,2023-02-03
321,Vitor Hugo Cavalcante Borges,Alícia das Neves CASTRO Borges,M,311350320,1982-03-09
322,Maria Cecília Cirino Correia,Natália Ribeiro Correia,F,260570705,1984-12-03
323,Antony Fernandes Ribeiro,Vitória Pinto Ribeiro,M,430465505,1973-12-07
324,João Souza Garcia,Anna Liz Nascimento Garcia,M,311220810,2005-01-17
325,Cecília Aparecida da Conceição,Alexia Carvalho da Conceição,F,315590005,1977-12-17
326,Arthur Gabriel Costa Sá,Emilly Pimenta Sá,M,150110510,1970-06-16
327,Théo Mendes Azevedo,Antonella da Costa ROCHA Azevedo,M,354640510,1996-02-03
328,Camila Fogaça Peixoto,Larissa da Luz CASTRO Peixoto,F,420390705,1999-01-04
329,Allana Moreira Câmara,Larissa Macedo Câmara,F,311340424,2024-02-14
330,Alícia Garcia Martins,Clarice Sá Martins,F,431937205,2006-02-01
331,Isabella Ribeiro Barbosa,Amanda Rezende Barbosa,F,432300225,1987-09-17
332,Nicole das Neves LOPES Lopes,Isadora Mendonça Lopes,F,432240020,1991-05-10
333,Eduarda Nascimento Machado,Emilly Pacheco Machado,F,330510915,1978-04-09
334,Bianca Peixoto Ribeiro,Mariana da Conceição GOMES Ribeiro,F,421170210,1976-09-21
335,Samuel Alves Macedo,Helena Alves Macedo,M,355030889,2009-08-11
336,Maria da Cruz SÁ Santos,Ana Beatriz Pires Santos,F,510269405,1972-04-28
337,Manuela Marques Guerra,Maria Cecília Oliveira Guerra,F,430100818,2004-11-21
338,Hellena Barbosa Guerra,Maria Luiza Sampaio Guerra,F,317020610,1982-09-27
339,Marcela Rezende Campos,Ana Lívia Vieira Campos,F,293180615,1973-11-11
340,Bento Cardoso Cassiano,Ayla Câmara Cassiano,M,311020210,1983-10-23
341,Kaique Farias da Conceição,Stephany Ramos da Conceição,M,521690805,1991-07-23
342,Bianca Aragão Andrade,Laura Oliveira Andrade,F,314190005,1974-04-09
343,Yan Cunha Martins,Maria Cecília Nogueira Martins,M,315250105,1975-04-08
344,Luiza Novais Moura,Lunna Melo Moura,F,330225405,2008-11-20
345,Gael Silveira Cavalcanti,Natália da Rosa MENDONÇA Cavalcanti,M,311783625,2003-08-16
346,Dante Pereira Pacheco,Ana Vitória da Luz DA LUZ Pacheco,M,220735505,2002-02-03
347,Cecília Nunes Pires,Hellena Caldeira Pires,F,280630505,2005-06-07
348,Erick da Cruz REZENDE Casa Grande,Carolina Mendonça Casa Grande,M,520547105,2017-05-05
349,Camila Silveira Pastor,Maria Fernanda Rocha Pastor,F,230750230,1970-05-03
350,Manuela Silva Cunha,Sofia Silveira Cunha,F,270895605,2018-04-07
351,Bianca Sampaio da Mota,Marina da Mota DA MATA da Mota,F,421840010,2009-04-13
352,Heloisa Fonseca Rezende,Maria Sophia Gomes Rezende,F,110170805,1989-02-07
353,Benício da Cruz NASCIMENTO da Cunha,Aylla Oliveira da Cunha,M,330370805,1986-02-23
354,João Gabriel Andrade Azevedo,Manuela Pereira Azevedo,M,230480610,1981-09-18
355,Dante Casa Grande Castro,Evelyn da Rosa PEIXOTO Castro,M,230763510,2011-01-05
356,Lunna Sá Garcia,Maria Clara Pereira Garcia,F,355030806,1998-09-03
357,Danilo Gonçalves Cassiano,Lorena Melo Cassiano,M,410345305,2018-05-21
358,Ana Lívia da Luz FOGAÇA Moura,Hadassa da Luz FOGAÇA Moura,F,130083905,1990-03-29
359,Amanda Monteiro Cassiano,Ana Luiza Caldeira Cassiano,F,412590210,1976-09-20
360,Maria Vitória Câmara Sales,Joana Aparecida Sales,F,430697305,2010-09-08
361,Clara Guerra Siqueira,Maria Cardoso Siqueira,F,355620605,1984-07-08
362,Benício Nunes Monteiro,Lavínia da Luz NOGUEIRA Monteiro,M,261220815,1985-01-10
363,Levi Ferreira Camargo,Isadora Sales Camargo,M,293020405,2022-03-29
364,Enrico Vargas Rocha,Vitória da Cruz SALES Rocha,M,315765805,1973-12-13
365,Sara Camargo Freitas,Cecília Freitas Freitas,F,170770205,2012-05-28
366,Sofia Monteiro Camargo,Sophia Abreu Camargo,F,261330510,1976-10-24
367,Alícia Rodrigues Ramos,Luara Fernandes Ramos,F,314625505,2008-06-20
368,João Gabriel Costa Dias,Maitê Pimenta Dias,M,110025430,1972-02-08
369,Ana Lívia Rocha Cavalcanti,Eloá Fogaça Cavalcanti,F,310500410,1971-03-24
370,Caio Novais Vasconcelos,Manuela Aragão Vasconcelos,M,150840705,2010-01-12
371,Luan Guerra Rezende,Bruna Ribeiro Rezende,M,320030020,2004-04-21
372,Caleb Vasconcelos Cirino,Maria Laura da Conceição ALVES Cirino,M,350960105,1971-07-17
373,Melissa Correia da Mota,Raquel Alves da Mota,F,431890305,1975-10-27
374,Mariane Borges da Rocha,Eduarda Aparecida da Rocha,F,316080105,2006-11-17
375,Pedro Lucas Costa Casa Grande,Ágatha Costela Casa Grande,M,410600115,1998-03-30
376,Bruna Silveira Machado,Maria Luiza Macedo Machado,F,311930210,1970-05-21
377,Kevin Gonçalves Albuquerque,Maria Flor da Cunha FREITAS Albuquerque,M,430700510,1997-04-13
378,Maria Helena Cirino Monteiro,Luiza Pastor Monteiro,F,351700005,1978-08-16
379,Ágatha Nascimento Vasconcelos,Joana Andrade Vasconcelos,F,355430025,2009-03-19
380,Bernardo Costa das Neves,Raquel Macedo das Neves,M,350750610,1984-10-18
381,Isabelly Cardoso Rodrigues,Ana Sophia Pereira Rodrigues,F,521760905,1996-03-03
382,Rafaela Fogaça da Mata,Elisa Rodrigues da Mata,F,211105205,2020-10-10
383,Catarina Moreira Ferreira,Bianca Aparecida Ferreira,F,130280105,1996-01-08
384,Brenda Câmara Barbosa,Camila Nogueira Barbosa,F,411722205,2003-01-04
385,Fernanda Marques Almeida,Caroline Cavalcanti Almeida,F,270190205,2013-05-27
386,Bruno Araújo Barbosa,Yasmin Cassiano Barbosa,M,230520910,1985-08-08
387,Ágatha Lopes Sousa,Isabela Duarte Sousa,F,430300445,2023-10-16
388,Esther Jesus Porto,Carolina Castro Porto,F,293280410,1991-10-21
389,Arthur Costela Cirino,Ana Luiza Fogaça Cirino,M,410040005,1990-03-05
390,Thiago Rodrigues Barbosa,Daniela Cardoso Barbosa,M,313130710,1987-10-30
391,Oliver Vieira Brito,Rebeca Oliveira Brito,M,430860705,2008-05-05
392,Gael Henrique Ribeiro Viana,Maria Flor Mendonça Viana,M,355320305,2017-07-17
393,Juliana Marques Castro,Mirella Viana Castro,F,431450605,1975-03-04
394,Isaque Rodrigues Lopes,Bianca da Paz ALBUQUERQUE Lopes,M,251530220,1998-08-03
395,Bella da Mata CASTRO Fernandes,Beatriz Peixoto Fernandes,F,230835120,1999-03-24
396,Sofia da Rosa BORGES Vargas,Cecília Freitas Vargas,F,430100830,2008-01-15
397,Liam Ramos Câmara,Larissa Lopes Câmara,M,352430315,2022-08-15
398,Maria Julia Costela Carvalho,Manuella Ribeiro Carvalho,F,230630635,1975-06-22
399,Yasmin da Luz SILVA da Costa,Júlia Sales da Costa,F,314610715,1974-12-16
400,Lunna Moraes Caldeira,Isabel Teixeira Caldeira,F,311455010,2024-04-08
401,Murilo Siqueira Pimenta,Ísis Teixeira Pimenta,M,431540430,1991-10-30
402,Joana Rezende Rodrigues,Heloisa Moreira Rodrigues,F,211400705,1973-10-03
403,Isabela Barros Ramos,Maria Júlia Jesus Ramos,F,521920905,2021-07-22
404,Davi Miguel Barros Casa Grande,Luísa Santos Casa Grande,M,160040215,1972-04-24
405,Dante Araújo Borges,Ísis Almeida Borges,M,410070705,2009-12-01
406,Eduarda Nascimento Vasconcelos,Cecília Cunha Vasconcelos,F,314950705,1977-03-08
407,Daniel Castro Nunes,Cecília Costela Nunes,M,316556005,2009-05-13
408,Maria Júlia Viana Almeida,Sabrina da Cunha DA CONCEIÇÃO Almeida,F,354950805,2004-01-01
409,Maria Isis Mendonça Porto,Maria Cecília Brito Porto,F,355340105,1998-04-23
410,Ravi Lucca Nogueira Macedo,Alana Silva Macedo,M,411010205,2015-08-15
411,Isabela Andrade Pimenta,Antonella Castro Pimenta,F,110094005,2007-05-13
412,Davi Lima da Rocha,Daniela Barbosa da Rocha,M,310230805,1997-10-14
413,Vitor Barbosa Peixoto,Alícia Câmara Peixoto,M,430680925,1998-02-21
414,Lívia Silveira Barbosa,Mariah Costa Barbosa,F,314800405,2011-04-22
415,Letícia Garcia Cirino,Emanuelly da Conceição CIRINO Cirino,F,411460920,1995-03-18
416,Leandro Camargo Pastor,Melina Cassiano Pastor,M,171240505,1990-12-20
417,Pietro Macedo Viana,Letícia da Rosa FERREIRA Viana,M,320120936,1971-07-15
418,Maria Sophia Monteiro Caldeira,Vitória Rocha Caldeira,F,410190330,2013-04-02
419,Guilherme Fonseca Castro,Elisa Mendes Castro,M,431670918,1987-02-14
420,Luiz Otávio Santos da Mata,Emanuelly das Neves ARAÚJO da Mata,M,130440110,1978-05-27
421,Ana Sophia Almeida Silveira,Elisa Leão Silveira,F,315750005,2004-05-22
422,Hellena Rezende Brito,Sophie Brito Brito,F,293345505,1989-01-09
423,Ana Carolina Rocha Cassiano,Laura Fonseca Cassiano,F,521890415,1972-12-28
424,Eduardo Ramos Albuquerque,Nicole Ferreira Albuquerque,M,410070715,2020-11-21
425,Sophia Silveira Almeida,Alícia Teixeira Almeida,F,412853410,1979-01-12
426,Paulo Leão Costa,Olívia Lopes Costa,M,355460705,1996-01-17
427,Noah Garcia Cunha,Maitê Porto Cunha,M,431730109,1981-08-17
428,Mariah Cavalcante Martins,Luana Albuquerque Martins,F,510454205,2000-09-13
429,Anthony Andrade Freitas,Aurora Castro Freitas,M,430880525,2022-12-27
430,Sabrina Almeida Moura,Ana Carolina Nascimento Moura,F,130170405,1977-09-01
431,Manuela Duarte Costa,Alícia Cavalcante Costa,F,355030823,2019-04-30
432,Bernardo da Costa CORREIA Barros,Nina Moraes Barros,M,330610715,1998-11-07
433,Vitor Hugo Aparecida Borges,Ana Beatriz Guerra Borges,M,320410405,1987-12-14
434,Felipe Aparecida Pires,Cecilia Mendonça Pires,M,311620905,2001-01-15
435,Larissa Silva Siqueira,Ana Cecília Fonseca Siqueira,F,312245405,1972-10-16
436,Théo Novais Duarte,Cecília Montenegro Duarte,M,291770608,1986-08-03
437,Esther Teixeira Dias,Fernanda Melo Dias,F,430840905,1970-05-29
438,Maria Vitória Pastor Ribeiro,Luiza Campos Ribeiro,F,312780005,1989-08-31
439,Emanuelly Pereira Albuquerque,Aylla da Mota RAMOS Albuquerque,F,315520710,2019-05-22
440,Luiz Miguel Barros Novaes,Isabel Vargas Novaes,M,293190510,2012-11-16
441,Eloá Campos Lopes,Agatha Peixoto Lopes,F,251610210,1974-06-16
442,Pedro Miguel Pereira Sá,Brenda Lopes Sá,M,420810410,1973-07-27
443,Lorena Aparecida Monteiro,Pietra Albuquerque Monteiro,F,411230605,1973-09-26
444,Leonardo Garcia Ribeiro,Gabriela Nunes Ribeiro,M,354000215,2011-04-08
445,Bryan Cassiano Moraes,Ester Rodrigues Moraes,M,352160605,2017-12-21
446,Bryan da Costa FARIAS Rodrigues,Cecilia Camargo Rodrigues,M,171620805,2014-01-01
447,Vinicius Casa Grande Sales,Emanuella das Neves SOUSA Sales,M,420480613,2004-05-20
448,Lívia Brito Pastor,Ana Luiza Araújo Pastor,F,251272105,1974-03-04
449,Anna Liz Peixoto Macedo,Raquel da Cruz CUNHA Macedo,F,411420305,1994-05-08
450,Breno da Rocha VASCONCELOS Lopes,Lunna Macedo Lopes,M,430280820,1981-05-22
451,Julia Novaes Silveira,Alícia Peixoto Silveira,F,431740030,1975-10-11
452,Pedro Miguel Ferreira Melo,Anna Liz Costela Melo,M,210515305,2011-06-24
453,Mathias Moreira Novaes,Eloá Gonçalves Novaes,M,412660305,2011-02-20
454,Maria Fernanda Leão Silva,Olívia da Cruz PASTOR Silva,F,355200705,1985-10-07
455,Vinícius Montenegro Ramos,Bárbara Castro Ramos,M,521810205,2019-12-29
456,Nicole Jesus Ramos,Jade Ramos Ramos,F,313130705,1978-12-13
457,Caroline Leão Cavalcanti,Kamilly Aparecida Cavalcanti,F,320230615,2003-02-05
458,Pietra Vieira Teixeira,Isabel Correia Teixeira,F,430580114,1984-06-02
459,Leonardo Rodrigues Barros,Yasmin Macedo Barros,M,431020755,1981-04-17
460,Yuri Vasconcelos Brito,Bruna Pastor Brito,M,354340210,1988-11-27
461,Miguel da Rocha CARDOSO Ramos,Cecília Sampaio Ramos,M,292350605,1993-09-05
462,Nicole Casa Grande Pacheco,Pietra Moreira Pacheco,F,312160540,1977-11-28
463,Eduarda Guerra Machado,Maria Vitória Aragão Machado,F,291130310,2000-01-19
464,Henry Rodrigues Silva,Zoe Carvalho Silva,M,354850005,2001-08-09
465,Mariane da Mota NOVAES Nogueira,Ayla Nogueira Nogueira,F,351410610,2002-10-24
466,Noah Viana Sousa,Maria Fernanda Teixeira Sousa,M,410490710,1982-07-18
467,Vitor Alves Rocha,Nicole Moraes Rocha,M,510420310,1997-12-28
468,Ian Caldeira Ramos,Ana Lívia Pinto Ramos,M,290130405,2011-04-28
469,Matteo Brito Pires,Kamilly Albuquerque Pires,M,522010810,2010-02-14
470,Anna Liz da Luz DA LUZ Sales,Marina Borges Sales,F,432254110,1986-12-15
471,Lucas Moura Sousa,Jade Siqueira Sousa,M,353770105,2024-05-19
472,Maitê Gonçalves da Rosa,Maria Laura Leão da Rosa,F,230760110,1993-09-09
473,Melina Moura da Cunha,Eloá Mendes da Cunha,F,290100710,2008-11-23
474,Isaac Teixeira Souza,Antonella Aparecida Souza,M,250690515,2009-10-21
475,Alícia Moura Rios,Emilly Casa Grande Rios,F,313690005,1997-12-03
476,Vinicius Farias Pinto,Maria Eduarda Nunes Pinto,M,230070512,1993-02-18
477,Rhavi Souza Fogaça,Maysa Dias Fogaça,M,230125705,1977-06-20
478,Isis Rios Sousa,Agatha Rocha Sousa,F,316240125,1991-10-28
479,Alícia Camargo Peixoto,Melissa Campos Peixoto,F,292593105,2000-05-19
480,Dom Siqueira Rezende,Ágatha Cavalcante Rezende,M,354760105,2000-03-04
481,Mariana Novais Carvalho,Lívia Novaes Carvalho,F,230950820,2016-03-08
482,Maria Júlia Abreu Cavalcante,Olivia Costela Cavalcante,F,412720505,1977-05-22
483,Nathan Martins Mendes,Luana Ramos Mendes,M,312160505,1981-05-06
484,Maria Isis Moreira Rodrigues,Ana Júlia Nunes Rodrigues,F,313180210,2005-01-11
485,Henry Gabriel Fonseca Cardoso,Ana Julia Costela Cardoso,M,292200315,1975-05-15
486,Aurora Viana Rocha,Milena Melo Rocha,F,431410005,1970-03-16
487,Alexandre Sampaio Sales,Luana Câmara Sales,M,352570605,1973-05-27
488,João Gabriel da Mata CIRINO Campos,Larissa Ramos Campos,M,431846505,2005-01-28
489,Antônio Marques Barros,Stephany Fogaça Barros,M,430105705,2023-07-03
490,Ester Cavalcanti Pastor,Bruna Moraes Pastor,F,230800525,2016-02-13
491,Melissa Silva Teixeira,Maysa da Costa TEIXEIRA Teixeira,F,510682810,2008-03-13
492,Luiz Gustavo Costela Castro,Ana Julia Duarte Castro,M,312150605,2022-06-13
493,Lucas Gabriel Brito Marques,Laís Pacheco Marques,M,421940805,2009-08-19
494,Lívia Casa Grande Nascimento,Valentina Rios Nascimento,F,251110305,1982-02-04
495,Guilherme Vieira Abreu,Melina da Conceição ROCHA Abreu,M,315120605,2022-06-09
496,Mariane Andrade Cirino,Ana Sophia Marques Cirino,F,354500105,1992-11-02
497,Pedro Miguel Rezende Pinto,Bruna Cavalcante Pinto,M,410480840,2014-03-24
498,Isaac Fonseca Cavalcante,Maria Sophia da Rosa SOUZA Cavalcante,M,160070905,2014-12-11
499,Bruno Gomes Fernandes,Kamilly Machado Fernandes,M,410190330,2021-02-28
500,Ryan da Cunha AZEVEDO Mendonça,Carolina da Costa ABREU Mendonça,M,520310405,1984-04-19
501,Ana Julia Melo da Costa,Esther Duarte da Costa,F,421650305,1982-03-30
502,Brayan Viana Fonseca,Camila Moreira Fonseca,M,170980705,1991-10-05
503,Eduarda Gonçalves Casa Grande,Juliana Santos Casa Grande,F,250690505,1994-04-09
504,João Vitor Oliveira Souza,Ísis Araújo Souza,M,430930805,2004-09-26
505,Maria Isis Pereira Costa,Lívia Macedo Costa,F,311550805,2002-03-08
506,Augusto Freitas Lima,Emanuella Oliveira Lima,M,431580005,2009-01-09
507,Davi Lucas Guerra da Luz,Ana Vitória Vargas da Luz,M,230185112,2001-01-29
508,Maria Clara Oliveira Rodrigues,Amanda Cunha Rodrigues,F,311300805,2009-06-20
509,Luiz Gustavo da Mata RIBEIRO Rocha,Maria Julia Aragão Rocha,M,430700505,2003-02-11
510,Allana Gonçalves Duarte,Mariana Mendonça Duarte,F,521370726,1989-04-22
511,Maria Isis Pinto Sampaio,Ágatha Correia Sampaio,F,290650115,2016-01-20
512,Dom das Neves NUNES Silva,Bella Sales Silva,M,110013005,2017-04-08
513,Rebeca Ferreira da Cunha,Nina Araújo da Cunha,F,315210513,2003-11-05
514,Lunna Vargas Gomes,Olivia Lima Gomes,F,410020205,1975-04-24
515,Emanuelly Gonçalves Vargas,Lavínia Almeida Vargas,F,291240015,2004-05-03
516,Natália Pimenta Pacheco,Sara Cardoso Pacheco,F,310445205,2021-12-02
517,Larissa Machado das Neves,Carolina Camargo das Neves,F,430300425,1983-05-11
518,Lorena Pereira Santos,Maria Liz Correia Santos,F,500600205,1990-11-06
519,Brayan Cirino Moraes,Ana Carolina Guerra Moraes,M,171270205,1982-08-17
520,Thales Peixoto da Mota,Bella Vargas da Mota,M,431395310,2009-07-13
521,Hellena Barros Dias,Maria Cecília da Rosa ARAGÃO Dias,F,130006005,2018-08-16
522,Ana Júlia Guerra Cassiano,Luana da Mota VASCONCELOS Cassiano,F,260960005,2021-07-18
523,Leandro Dias Teixeira,Raquel Fonseca Teixeira,M,350040205,2017-10-28
524,Maria Luiza das Neves DA ROSA Teixeira,Maria Isis Vargas Teixeira,F,220790005,2000-05-11
525,Beatriz Rios Aparecida,Maria Liz Fonseca Aparecida,F,231290825,2010-02-23
526,Maya Pastor da Luz,Alice Fonseca da Luz,F,431262505,2006-05-15
527,Enrico Viana Pereira,Kamilly Alves Pereira,M,330340115,1972-07-22
528,Alexia Porto Nogueira,Catarina Silveira Nogueira,F,330025805,2001-08-07
529,Emilly Duarte Vasconcelos,Elisa das Neves MOURA Vasconcelos,F,431880410,1996-04-28
530,Liam Cardoso Fonseca,Manuela da Rosa PINTO Fonseca,M,432026305,1986-06-13
531,Kaique Jesus Barros,Camila Montenegro Barros,M,171070605,2002-10-18
532,Mariane Lopes Abreu,Sabrina Machado Abreu,F,210750605,2011-04-15
533,Yago Pinto Brito,Anna Liz das Neves CARDOSO Brito,M,230940915,2021-06-23
534,Lunna Gomes Costela,Yasmin Novaes Costela,F,316100715,2008-07-06
535,Rhavi Costela Moura,Cecilia Barros Moura,M,410230710,1972-11-23
536,Caroline Andrade da Cunha,Emanuella Nascimento da Cunha,F,431370645,2023-09-25
537,Giovanna Garcia Moreira,Clarice Barbosa Moreira,F,500830505,2016-01-30
538,Leandro Fernandes Rios,Lorena Oliveira Rios,M,312310605,2020-07-07
539,Daniel Santos Lopes,Ísis Brito Lopes,M,351519405,2018-02-03
540,Ravi Lucca Abreu Peixoto,Fernanda Cirino Peixoto,M,313630617,2014-05-07
541,Isaque Martins Borges,Cecília Barbosa Borges,M,353240505,2024-05-07
542,Benício Araújo Pereira,Olívia Farias Pereira,M,230750215,1979-12-15
543,Pedro Melo Vasconcelos,Ana Carolina Castro Vasconcelos,M,350330705,1982-01-19
544,Eloá Sá Abreu,Maria Julia Barbosa Abreu,F,521830005,1995-01-24
545,Heitor das Neves REZENDE Siqueira,Natália Sá Siqueira,M,410470910,1985-09-10
546,Theodoro Cunha Vieira,Maria Caldeira Vieira,M,313550620,1972-03-17
547,Apollo da Cunha DA PAZ Pereira,Maria Luiza Nunes Pereira,M,171570505,2024-07-08
548,Pedro Viana Cardoso,Ana Sophia Freitas Cardoso,M,292830710,2010-05-23
549,Stephany Pires Leão,Maysa Caldeira Leão,F,211163105,2002-09-29
550,Enzo Santos Albuquerque,Luana Camargo Albuquerque,M,210700105,2002-09-27
551,Oliver Abreu Montenegro,Helena Vargas Montenegro,M,412535705,2023-12-10
552,Julia Ribeiro Azevedo,Maria Isis Souza Azevedo,F,211250610,1996-10-10
553,Marcos Vinicius Sá Cavalcanti,Juliana Caldeira Cavalcanti,M,291180810,2008-03-15
554,Paulo Abreu Souza,Ísis Borges Souza,M,431610505,1973-11-28
555,Isabella Duarte Santos,Caroline Novais Santos,F,431280705,2003-10-07
556,Isabela da Luz ALMEIDA Vasconcelos,Raquel Castro Vasconcelos,F,430781515,2023-06-28
557,Luiz Fernando Barbosa Ramos,Maria Cunha Ramos,M,230160410,1983-05-29
558,Thiago da Cunha GOMES Martins,Ísis Ribeiro Martins,M,231240310,2000-06-27
559,Juliana Campos Ramos,Eloá Rocha Ramos,F,313550620,1989-07-18
560,Ana Rodrigues Fernandes,Emilly Ribeiro Fernandes,F,350335605,2003-09-09
561,Francisco Souza Aragão,Daniela Machado Aragão,M,240850805,2007-06-13
562,Isadora Vieira Sales,Lívia Camargo Sales,F,330190020,2004-10-05
563,Gael Rocha Moreira,Zoe Moura Moreira,M,211176305,2020-02-24
564,Ester Cavalcanti Oliveira,Ísis Andrade Oliveira,F,230170305,1983-11-28
565,Esther Sá da Cunha,Allana Ferreira da Cunha,F,250070005,1993-05-21
566,Luiz Henrique Souza da Luz,Beatriz Silva da Luz,M,431440735,2004-12-20
567,Maria Clara Brito Jesus,Clara Moura Jesus,F,230580323,2010-01-21
568,Brenda Lima Castro,Emanuella Alves Castro,F,315050505,2018-07-14
569,Ana Luiza Ferreira Duarte,Luna Albuquerque Duarte,F,431450605,1984-09-16
570,Fernanda Campos Teixeira,Larissa Mendonça Teixeira,F,230870815,2014-07-02
571,Maria Vitória Aparecida Fogaça,Nina Monteiro Fogaça,F,313310505,2002-12-03
572,Raquel Gonçalves Rios,Daniela Moura Rios,F,290750910,2009-07-24
573,Maitê Almeida Gomes,Olívia Ramos Gomes,F,311040005,1976-04-26
574,Allana Ramos Viana,Ayla Novaes Viana,F,311610005,1991-09-07
575,Pedro Cavalcanti Duarte,Maya Cunha Duarte,M,230270123,1999-06-02
576,João Miguel Pacheco Novaes,Maria Fernanda das Neves SILVEIRA Novaes,M,315680915,1980-04-08
577,Dante Viana Siqueira,Mariane Correia Siqueira,M,314330205,1985-06-17
578,Fernando das Neves REZENDE Costa,Ayla Mendes Costa,M,410425305,1988-11-02
579,João Lucas Lopes Castro,Letícia Barbosa Castro,M,220200005,1977-09-05
580,Theo Cavalcanti Cunha,Sarah Cirino Cunha,M,311870005,1987-02-25
581,Luísa Fogaça Albuquerque,Emilly Rezende Albuquerque,F,430995105,1995-11-15
582,Mariana da Luz MOREIRA Macedo,Olívia Macedo Macedo,F,110120305,2005-04-02
583,Henry Gabriel Costa Melo,Bianca Marques Melo,M,510330409,2000-11-08
584,Benjamim Cavalcante da Mota,Maria Helena Guerra da Mota,M,230565420,2003-10-25
585,Yan Cassiano Vargas,Emanuella Mendes Vargas,M,211227405,1998-01-17
586,Matteo Castro Lima,Maria Alice das Neves MOURA Lima,M,320340305,1981-12-30
587,Lívia da Rocha LIMA Rezende,Maria da Cunha LIMA Rezende,F,315580105,2014-03-06
588,Laura Cavalcante Sales,Maria Luiza Cardoso Sales,F,231040705,2001-07-03
589,Manuella Ramos Monteiro,Isis Aragão Monteiro,F,431410017,2020-06-22
590,Daniela Monteiro Nogueira,Emanuelly Garcia Nogueira,F,431406810,2015-07-11
591,Diogo Costela Montenegro,Cecilia Moreira Montenegro,M,412670205,1972-10-01
592,Arthur Miguel Dias Silveira,Valentina Rezende Silveira,M,270642205,1986-12-11
593,Diego Ferreira Duarte,Maria Fernanda Camargo Duarte,M,431460520,1971-10-08
594,Rhavi Moraes Moura,Elisa Cirino Moura,M,521450705,1982-01-17
